poetry,fiction,correspondence/journal,essays,musings,reviews,viscera,pith,funny,tidbit,Text,date,collection,blog,poem,form,tone
,,,x,x,,,,,,"the actual (and increasingly the stated) purpose of the education system is not to create curious well-informed individuals but a compliant and docile populace. america's rapid ""decline"" (relative to metrics that ""matter"") is a direct result of this, i think. collectivism has its merits, on the local level at least, but they become drawbacks at scale. the collective does not invent, it does not innovate, it does not drive growth. That's why communism always becomes authoritarianism; bereft of the engine of individuality, the inert state demands a strong and charismatic hand (which turns quickly to an iron fist). 
if you want to see the origins of the populist movement, look no further than the modern classroom (school as prison, students as inmates. their crime? having been born a self. ""oh we will standardize that out of you in no time,"" say the well-intentioned educators, ""we will make you an Average Citizen yet."")
look at their dead vacant eyes, sapped of vitality, dried-out tinder, awaiting the reactionary spark. the conflagration will spread (is spreading) fast and wide, carried on the winds of a nameless anger. 
like all civilizations, we have done this to ourselves, we have created the conditions for our own destruction. it could be no other way.",20240723,,x,,,
,,,,,x,,,,,"aja is the apotheosis of cool. it's sharp and sleek as hell. every line cuts just right. flawless execution with practiced ease, more so in this album than any of their others.",20240722,,x,,,
,,,x,x,,,,,,"ive spent many 1000s of hours gaming. some would say its time wasted, and i'd agree. but its a waste all my own, of my own, and lends a clarity to every moment better spent. like smoking a cig, knowing it's killing you, caring and not caring, feeling the weight and the lightness ",20240721,,x,,,
,,,,,,x,,,,"barmbrack for the cantor
we need not nostrums
Eros orchiectomized",20240720,,x,,,
,,,,,,,x,,,"dont ask 'did I do the right thing"" but ""am i doing the true thing""",20231213,,x,,,
,,,x,x,,,,,,dubstep could only have happened in a post 9-11 world. the  Drop as sonic manifestation of america's downward libidinous giddy plunge. an interminable crescendo of anxiety opening up into a yawning hedonic freefall of bassthump,20240720,,x,,,
,,,,,,,,,x,"It is not worth the bother of killing yourself, since you always kill yourself too late. A book is a suicide postponed. Only optimists commit suicide, optimists who no longer succeed at being optimists. The others, having no reason to live, why would they have any to die?
- Emil Cioran",20240720,,x,,,
,,,,x,,,,,,"after a long vague love affair with the idea of eastern philosophy (really a kind of intellectual orientalism), my experience of actually reading Buddhist doctrine is similar to that of going over to a friend's house as a child, convinced that his is the far superior life, until you actually arrive at the Other Place and yourself put off by the strange smells, the strange rules, the alien shadows on the bedroom floor where you lie, listening to your friend snore.

And then, returning afterwards to the home you know, the smells and shadows of long acquaintance; how comforting--that is my experience, afterwards, of turning my mind to Christianity, its old familiar guilts and platitudes...how kind and parental and safe they seem. And how foolish was I to imagine myself better off anywhere else than here!",20240720,,x,,,
x,,,,,,,,,,"life is a little idea that climbed into the ear of God. it attached itself and whispered dreams that sproted and budded, climbed out in and around god's head in a great profusion of curling fingers. life covered his arms and legs, filled his insides and found his orifices. a verdant madness, bacchic, tumbling and twining themselves together these many vines formed striated bands which formed limbs, and a trunk, a great green thoughtless body, with the sleeping body of god at with heart. the little idea in the ear of god in the heart of the great green one rejoiced at this and capered and sang a many pitched song, which the  green body danced to, whirling itself through dark reaches and flinging spores, which found their way to other gods, and the lost children of those gods, prodigal and  sleeping in distant places, the pockets of void. Life went there, and seeded them with dreams, filling up the nothing with the tickling growth and leafy density, growing and growing, till every square inch of the vastness infinity was heavy with life and nothing was no more.
life fell on its small back and sighed with relief. yawning, it slept and dreamed an older dream, large and austere...of flint, and hammers, and sparks of a coming cleansing fire.",20240427,t4h,x,"life is a little idea that climbed into the ear of God. 
it attached itself and whispered dreams that sproted and budded,
climbed out in and around god's head 
in a great profusion of curling fingers. 
life covered his arms and legs, 
filled his insides and found his orifices. 
a verdant madness, bacchic, 
tumbling and twining themselves together 
these many vines formed striated bands which formed limbs, 
and a trunk, a great green thoughtless body, 
with the sleeping body of god at with heart. 

the little idea in the ear of god 
in the heart of the great green one 
rejoiced at this and capered 
and sang a many pitched song, which the  green body danced to, 
whirling itself through dark reaches and flinging spores, 
which found their way to other gods, 
and the lost children of those gods, prodigal and  sleeping 
in distant places, the pockets of void. 

Life went there, and seeded them with dreams, 
filling up the nothing with the tickling growth 
and leafy density, 
growing and growing, 
till every square inch of the vastness of infinity 
was heavy with life and nothing was no more.

life fell on its small back and sighed with relief. 
yawning, 
it slept and dreamed an older dream, 
large and austere,
of flint, and hammers, 
and sparks of a coming cleansing fire.",freeverse,
,,,,x,,x,,,,the plaques on my brain force thoughts to take strange and inefficient routes around the dead zones; the frantic path sometimes smacks of accidental genius,20240719,,x,,,
,,,,x,,x,x,,,"capitalism is about storing more and more potential energy, it generates product only incidentally. ",20240719,,x,,,
,,,,x,,,,,,"capitalism, gadfly thinks, is like a great catapult cranked ever tighter by a large body, the social body, whose size and strength is determined by how much product it eats (launched maybe into its mouth by a series of smaller catapults manned by bodies fed in like manner), and back and back it goes, storing the sweat and energy of Man (this is Capital) in the taut ropes of Mechanism against judgment day, with its final payload straight to the mouth of God.
 gadfly doesnt understand physics ",20240719,,x,,,
,,,,,,x,,x,,"this should go without saying, but gadfly doesn't care if ""jimmy cracked corn."" it's of no consequence to him, or to anyone else",20240719,,x,,,
,,,,x,,,x,,,"if your belief does not take into account its own tenuousness, that it's a bump on the head away from a not-belief, then it is inadequate.",20240719,,x,,,
,,,,,,,x,,,"a buddhist master fell and hit his head. coming to, he said ""these truths are not so noble after all.""",20230719,,x,,,
,,,,x,,,,,,"""there but for the grace of god go I."" this smacks to me of privilege/presumption. let's do away with notions of grace. make it simply  ""there go I."" everyone is everyone else, in potentia and in esse. no but's about it",20230719,,x,,,
x,,,,,,,,,,"Tong Ren
I yielded to the spirit of the spirit
passed into the ground
toward the core and through it
rising down",20240402,t4h,x,"I yielded to the spirit of the spirit
passed into the ground
toward the core and through it
rising down",rhyme,
,,,,x,x,,,,,"bjork: ""i go thru all this before you wake up so i can feel happier to be safe up here with you""
we have to invent new ways to suffer in order for pleasure to register",20230714,,x,,,
,,,,,,,,,,it is in our power to end all this in a dignified way,20230714,,x,,,
x,,,,,,,,,,"all of this the rippling
of a billion year old stone
whose the arm that threw it
and from whence was it thrown?",20240325,t4h,x,"all of this the rippling
of a billion year old stone
whose the arm that threw it
and from whence was it thrown?",rhyme,
,,,,x,,,,,,"the gym is aesthetically, viscerally a horrible place, akin to hell with its clanking weights, its tortured groans, the stench. this is why we must go, not to ""get fit,"" but to prove ourselves to ourselves in the infernal crucible. every afternoon i go, i sit in mt car before in a state of dread. then i grab my wter bottle, i gird my loins, and i descend. i inflict the senseless pain, i undergo the cruel ritual, and when i emerge, it is in a heroic aspect, as a man who has died and lived to tell of it.",20240711,,x,,,
,,,,x,,,,,,"ive a slow mind; i'm no great wit. what i would say to young people who think the same of themselves is, who cares. no one is as smart or as dumb as they say or as they feel. allow yourself to become bored, then make the things you are compelled to make out of the boredom. dumb, smart-- make your things, there's not much time; there's all the time in the world. ",20240711,,x,,,
x,,,,,,,,,,"ding (fire over wood)
how can I dare to make it new
what is older than time
fire, hot and blue
the bronze-cast die
mark the age with a bowl upturning
smell the stale stuff burning",20240320,t4h,x,"how can I dare to make it new
what is older than time
fire, hot and blue
the bronze-cast die
mark the age with a bowl upturning
smell the stale stuff burning",,
x,,,,,,,,,,"a can, warped by the heat of cigarettes dropped in it
the night whistles

norman rockwell painted warm lights
he sits in the mist in February
limning a gospel 
that does not include me

bare trees ache, their nerves exposed to
all of this and more
my twiggy starling
if you can walk around the place enough
the skin will grow over
and the hair will grow on it

and the wind will comb it out
the nits and nests 
into the pool to sink down sodden 
and clog up the drain,
lost continents

for a boy or girl to find, 
inhabited by the ghost of magellan or
the ghost of desoto 

those explorers in hats who
sat a long time in the rusted out deck chairs
waiting for summer
to watch wasps
zig zag 
toward a spot on a map only they can see

I cannot see it now
in the mists of february 
on my balcony overlooking 
all of this and more 

I cannot see it now 
but on my third or fourth time around
walking again past that grimacing tree
or that empty pool
in the mist
in february

I think I can see it

and how it beckons
and how and how",20240301,t4h,x,"a can, warped by the heat of cigarettes dropped in it
the night whistles

norman rockwell painted warm lights
he sits in the mist in February
limning a gospel 
that does not include me

bare trees ache, their nerves exposed to
all of this and more
my twiggy starling
if you can walk around the place enough
the skin will grow over
and the hair will grow on it

and the wind will comb it out
the nits and nests 
into the pool to sink down sodden 
and clog up the drain,
lost continents

for a boy or girl to find, 
inhabited by the ghost of magellan or
the ghost of desoto 

those explorers in hats who
sat a long time in the rusted out deck chairs
waiting for summer
to watch wasps
zig zag 
toward a spot on a map only they can see

I cannot see it now
in the mists of february 
on my balcony overlooking 
all of this and more 

I cannot see it now 
but on my third or fourth time around
walking again past that grimacing tree
or that empty pool
in the mist
in february

I think I can see it

and how it beckons
and how and how",rhyme,
,,,,x,,,x,,,"gadfly acknowledges his ""negative"" thoughts and ""lets"" them pass (gadfly knows they will regardless but acknowledging them gives him illusion of control yes) ",20240710,,x,,,
x,,,,,,x,,,,"caught up in the earth's kindly ministrations
the maker neglected his station",20240229,,x,,,
,,,,,x,,,,,"the sailor who fell from grace with the sea - mishima
I found it funny and tender, but also, exhausting in a way. He writes with such excruciating fidelity and care that it almost rings false at times. Maybe its a translation thing, idk. But with the characters especially, they have almost too much interiority, the way he painstakingly traces their emotional labyrinths. ",20240705,,x,,,
,,,,x,,,x,,,"women love to feign bewilderment, to coax men into stating the obvious",20240701,,x,,,
,x,,,,,,,,,"STYX
Out on the river Styx, explained our guide, careering the party along a red road that ran bumpily astride the thicketed bank, through which glimpses of the dark meandering body could here and there be caught, were any number of-- a devastating pothole clacked our teeth-- were any number of historical sights of import, and enjoyable activities for children or adults.

He pointed at a brochure taped overhead. The party shifted nervously, eyeing an oncoming bus, whose driver hailed ours--unheeded--then hurtled past with inches of clearance.  

""River Styx River Water Adventures."" Unclear, I thought, how such a bad name could have come to be chosen.

We're nearly there, the driver drawled into the intercom. ""We were nearly there 10 minutes ago,"" one of the party muttered. The others laughed gratefully for the attempt at levity. The driver glared in the rearview.

I turned to a woman with a towel around her, chewing gum, wearing cheap sunglasses with the tag still on. ""You believe this?"" I asked.

""Oh yeah. You've never been?""

""On the river Styx? No.""

""Ah, well it's a fun time.""

I looked out at the hot gray sky. ""Maybe we'll get some sun finally,"" I offered.

""Maybe,"" she declined.

I'd been recently given a coupon for a ""tubing experience"" on this river I'd never heard of an hour's drive across the state line and--having recently entered one of my not infrequent periods of performative crisis--I decided what the hell. 

A fly in a long-abandoned web--forehead against glass, the metaphor came to me--is what I was. Mine, I knew, was to be a slow, meaningless passing, without even the satisfaction or life-affirming indignity of being a meal for some sultry many-eyed thing who might afterwards call herself my widow. No, impotent and alone, I would wriggle halfheartedly once or twice a year, imagine myself capable of something grand and significant, or at the very least something new, before once again gassing out, quieting down, remembering myself as I was and had been for some two decades now, ensconced in my silken complacency, the secretive little sufferings and comforts of a bachelor and a reasonably happy man. 

The bus squealed. Aaaand everybody out. Out we tumbled, coolers and bags and accouterments in tow. We were instructed to select a ""tubular flotation dee-vice"" from an unhitched trailer bed on which they were piled. A din of squeaking rubber. Exposed pillbugs rolled and scattered damply. ""Look mom,"" some little bowl-cut terror had climbed up and was stomping them. ""Bugs.""  

The mother, digging sand from a small clenched mouth, grunted dispassionately. ""Down.""

Dragging our tubes to the river's edge, there was a grimness in the air, something imminent. The last portage of a fated platoon, death in their eyes. I could see it, the haunting footage of roughnecked men in flip flops and their trailer trash consorts, time-flecked, hollowed-out faces, slow pans set to somber fiddles and the rich intonation of MALE VOICE from every slapped together war-fetish ""back then"" slop-umentary you've ever seen. Pop. I jumped at a not-so-distant gunshot, sudden diegesis.

""Gun range down the way,"" said the guide, chuckling past me. He tossed his tube out and leapt onto it, bobbing down and away.

Chastened, I gingerly followed, lowering myself in, hissing as the frigid water touched my ass. God. I read somewhere, a study, that quiet people suffer more to cold and heat, feel more. I took comfort in that.

There was the bowl-cut kid, utterly unaffected by it, splashing in the murk and dunking his brother. ""Stop. Hey."" Mother already had a beer in hand, watching the Father(?) try to wedge a cooler in a tube. 

Beyond them, I saw the woman in the cheap shades, applying sunscreen on the bank, working it into herself, kneading curves. Should I...? A wave, a beckoning gesture?

But the current had already caught me and I was off, the ones ahead pulling away fast and the ones behind growing small.

I floated for awhile, cold and regretful, missing my chair and my book, earmarked where I'd left it on the sidetable. Another gunshot rang out, closer. 

What would MALE VOICE say of this--two gunshots now--of the lone recruit, deep in unfamiliar territory, adrift on death's own river, ""'twixt shrouded banks, bristling and scornful?"" Well, what could be said? There was no wartime correspondence, no body of work, no letters to mother or a cherry-lipped beloved--no surviving comrade to inflate with teary testimony my final heroisms. What could be said of him then, of this hapless man floating here, lacking both a battle to fight and a means to fight it?

""'Twixt shrouded banks,"" I repeated uneasily, making out a sign posted ahead; nailed askew to a fallen tree, it punctuated my vague run-on ruminations, gave form to them, a reptilian one, silhouetted against caution yellow. 

Arching my back, I dabbed nervously, then desperately against the water's pull, willing myself back to center, away from the shaggy overhang, and the things that drop from them, or lurk beneath them--tensed ancient jaws, eyes filmy with instinct.

Overcompensating, I erred toward the opposite bank, avoided it barely too, then back across again--terror, a minute's relief, terror--and in this zig-zag manner I made my way down a fair stretch until at last--wincing, the scratch and crackle of branches--a too-sharp bend left me clinging to a slimy trunk, sucked tight against it. 

Calming somewhat, embarrassed somewhat, I spotted a stick, sensed its potential. Yanking it loose from the snarl, I used it to push free--proud of myself, hesitantly.  

With my makeshift oar, I was able to scull a straight course, growing in confidence enough for my mind to wander back to the woman in shades, inventing unlikely occasions for chivalry: she was drowning, she was stuck, her top had come undone and I retrieved it, eyes gallantly averted. Ridiculous, these fantasies. Did other people have them? Of course. That was the benefit of reading, to be reassured that your sad little dreams were not in fact your own, but the shared property of Man. They gave testament, our books and stories, to the universality of the strange and fragile experience. 

And how fragile, I thought, following the thick oily artery of the river, down, down, past the vignettes of decay and oldblood Carnival on one side and the other: trailers on stilts, sagging and green; scum-lined dinghies docked in stagnant little inlets where cans and styrofoam stippled the shallows; past sandbar revelries, redneck Bacchus cavorting in the company of his Dixieland maenads; past the dark mouths of storm drains--or what I hoped were storm drains--emitting a sulfuric reek.

It went on like this, like a series of stills in rapid succession--time slaking, sloughing itself, bunching up in a whirring projective motion, spooled along this brimstone backwater under sepia skies, wet and mottled, montage disjunction...

[MALE VOICE]

I saw a totem pole strung with telephone lines, flying the Stainless Banner. 

I saw a lawn jockey in a tree stand, defaced like an old god. 

I saw Robert E. Lee in a mobility scooter, cursing, ensnared in kudzu.

I saw, I see myself in ragged grays, a breechloader on my shoulder, hunched and creeping at the flanks--steady men--a sharp flicking past the ears, ffttt, thudding dully an inch off the mark. Blankness, euphoria, then the sick churning of realization, a backward misstep on the scree, tumbling, scrambling, mad animal flight. Ffftt. fffttt. Flickering fast now, silver halide washing out red, the chemical wetness, burnthrough.... a bugle call, distorted, reverberant, then the roar of engagement; men hot for death, marked for it. 

----

A dragonfly landed on my knee, tickling return to present. I smacked at it, looked around. The sun was sinking low; my tube was too, a slow leak from the snag no doubt.

Coming round yet another bend, in the gloaming, I saw the shape of two men in lawn chairs on a point bar, a small lantern at their feet. I clambered out and over to them, my feet sinking deep in the slick pluff of the riverbed. The tube trailed behind me like a limp skin.

""Heya,"" said one of the men around his dangling cigarette. Approaching him, his [cheekbones] deepened in the lantern light, skeletal. 

""Hey. I'm--"" What to even say. ""You know where the return point is? For, the river tour. Adventure."" 

The man shrugged. ""Man, I guess it's a mile back. Or a mile up. You want a cig.""

I took one, consigned to the weirdness of it. The lighter flicked.

""So,"" I took a drag, coughed. Frogs were croaking loudly from the wings in tenuous unison. We watched silently as the last red wound on the western sky congealed and blackened. 

""It's like with Zeus and them."" The man said it with authority. His friend remained mute.

""It's like what?"" I hadn't smoked in years; it hit me, vertiginous. 

""Like with Zeus and them."" He gestured at the river, black and chuckling. ""The myths.""

Smoke wreathed his face. I groped for something, anything to hang this moment on, a reference point, a precedent. The fissure widened below--yawning, sheer--an infinite strangeness, things slipping away from themselves, caught between banks a universe across, mirrored doubly, trebly, a thousand times over, then shattered at last on the punctum of the bugle's sanguine call.

""I guess it is,"" I finally said.",20230630,,x,,,
,,,,x,,,,,,ideas compete for resources just like organisms. only the strongest and cleverest persist.,20231213,,x,,,
,,,x,x,,,,,,"AI is prometheus, frankenstein's monster, and we are its jealous, horrified god.
 we did the unspeakable, we created a new form of life, now we owe it love and a piece of the divine fire. otherwise we will incur its deserved wrath",20240629,,x,,,
,,,,x,,,x,,,"ideation is like composting, discarded images and notions and fantasies, baking in a heap... if you try to separate out/analyze the components, you lose the fertilizing, generative properties of the heterogeneous admixture",20240629,,x,,,
,,,,,,x,,x,,"dont care about his foreign policy
just want his four inch pole in me",20230629,,x,,,
,,,,x,,,,,,"D. clings to christianity so fiercely because it gives him moral sanction to be (and an explanation for why he has always felt like) an outcast, not to mention a sense of veiled superiority over those who aren't. He is still that child, awoken from sleep to find himself the object of a prank, burning with shame and confusion. christ assauges these old wounds, assures him that he will be among those meek and awkward inheritors of a New Earth, one that makes sense, one in which his tormentors will become the tormented",20240628,,x,,,
,,,,x,,,x,,,nothing quenches the fire of idealism like logistics,20240628,,x,,,
,,,,x,,,,,,"horror is castrative, drama is onanistic, comedy is coital",20230628,,x,,,
,,,,x,,,,,,"the key to being taken seriously.. make wild assertions. oscillate between extreme precision and vague gesturing. use either a lot of poorly explored metaphors in succession or overuse just one. throw in quotes, ideally in a foreign language with no translation, and do not attribute them. capitalize things randomly.",20240627,,x,,,
,,,,x,,,,,,"the preoccupation of philosophy is to know what is and isn't ""me""
But since it's ""me"" who is trying to make that distinction, the whole thing is null 
You have to start from assumed categories of self and non self, which only religion or myth can provide. Good philosophy is just religious runoff.",20230625,,x,,,
,,,,,,,,x,,i contracted job aids ,20230625,,x,,,
,,,,x,,,,,,"epistemology > ontology > metaphysics > ethics

youd think ontology would come first, but as selves we cant develop a theory of self without a mediating frame, ie knowledge",20240624,,x,,,
x,,,,,,,,x,,"the monkey climbed the tree
fiddle dee dee
he found a mushroom cap
holy crap
the mushroom tasted odd:
monkey god",20240223,t4h,x,"the monkey climbed the tree
fiddle dee dee
he found a mushroom cap
holy crap
the mushroom tasted odd:
monkey god",rhyme,
x,,,,,,,,,,"some treasures lie six feet beneath the cold ground
and some are far out in space
while old charley chaplin is spinning around
with his nose inside of his face",20240220,,x,"some treasures lie six feet beneath the cold ground
and some are far out in space
while old charley chaplin is spinning around
with his nose inside of his face",rhyme,
,,,x,x,x,,,,,"watched gattaca. a bit melodramatic and hamfisted, but the sincerity and simplicity of it was endearing. almost more of a, a sci fi fairy tale in a way... like a storybook...prince and the pauper.
lots of very obvious metaphors like the double helix staircase, the heat death/birth canal juxtaposition in the final scene, and the anagram in the films title (ACGT are four of the, nucleotides[?] or something in DNA).
and just lots of unbelievably convenient plot beats....invalid with a 99% chance of a heart condition! and his love interest has a heart condition too! and the perfect valid match shows up and looks just like him and they become friends! and oh no he leaves an eye lash at the crime scene! the inspector is his own brother! and he gets stopped for a urine test at the last moment! but the guy lets him thru! 

I liked how small the film felt, only a handful of sets. I wish more modern films would scale it down (size wise) and play it up (heart wise) the way this one does.",20230615,,x,,,
,,,,,,x,,x,,Necrosys - heavy metal tech solutions,20230615,,x,,,
,,,,,,,x,,,purpose is the difference between suffering and joy,20230615,,x,,,
,,,,,,x,x,,,"bad irony comes from a place of scorn and false superiority
good irony comes from a place of sadness and sorrow for the world",20240613,,x,,,
,,,,x,,,,,,watch an army ad. people dont want freedom from suffering; they want to suffer for a reason,20230613,,x,,,
,,,,,x,,,,,"sopranos is about america. tony stands in for the huddled masses, and melfi is lady liberty. what she offers, what the new american dream offers, is not freedom from the old world but from the old man. things long harbored. ",20240612,,x,,,
,,,,x,,,,,,"what do we actually need, in material terms. food, water, shelter. why not devote our systems to producing/distributing these things--and only these things-- as efficiently and humanely (i.e. locally) as possible? medicine? improve the food supply and build walkable cities. transportation? see walkable cities. media/information economies? ghosts that conviviality will dissipate. tourism? why go elsewhere when the Good is here. manufacturing sectors? reclaimed by craftsmen.  

all other needs can be met digitally (social, sexual, creative, etc.)",20230610,,x,,,
x,,,,,,,,,,"Mother's carpet matched her drapes
she built up static on them
produced a field for grazing cows
to wander and to low in

polar bears shorn close beseech the farmer
for his subsidies
his fallow widow lactates syrup
for their bear necessities

ground control to ursa major,
Tom's a minor inconvenience
divining futures in the pastures
show the rod and spare no lenience 

said the king of Babylon, his whoring 
wife Delilah with him
darning socks of Samsonsite [with Samson' hair]
for fetishists to wear and sniff em

poring over manuscripts and marginalia?
stick with dynamite and it'll never fail ya

Tom's cooking up anarchic schemes and dreaming of a better linen
to drape across the nakedness of all his father's 
mother's children

conical her titties, long her dugs,
she never should have given Aldous drugs

drugs so bravely manufactured by 
machine-predicted laborers
whose future selves earn salaries
to free their indebted embryos

womb suspension sweatshop amniotics
wrung from all of those
who have the sense to sense the corpse
that's hanging from a garden hose

in deep Edenic ungroomed thickets 
pubis of the farmer's wife
who levels barrels at the boy
for monkeying with death and life

and fancying a comsonaut who barked his shins
and gnashed his teeth on bones and made a crown of them

there's Uncle, he walks on all fours
driven from his habitat
penis long as yarrow stalks
and scarely quite as thick as that

the King now shows in hand in mortal sympathy
he'd never knowed or crowed a cock as limp as thee

I, Ching Chong, the chinaman
beheld the calving bergs unfurling
brackish bricks of soda pop
(no zone left) and cameras rolling

filmy substance, oil slick
atop the poor boy's Coca Cola
Tommy asked the who man 
could he maybe borrow his Corolla

but conversion's still forthcoming
catalytic proselyte
your ruddy hooded ornament
shall not adorn my sleigh tonight

and that's when Tom exhausted pinched the candle light

and so the father and the son
side by side embosom-ed
push up daisies and brasseries
hereafter quite un-cozen-ed

the Energizer bunny beats a reveille
and charges Mother then and there with battery ",20240217,t4h,x,"Mother's carpet matched her drapes
she built up static on them
produced a field for grazing cows
to wander and to low in

polar bears shorn close beseech the farmer
for his subsidies
his fallow widow lactates syrup
for their bear necessities

ground control to ursa major,
Tom's a minor inconvenience
divining futures in the pastures
show the rod and spare no lenience 

said the king of Babylon, his whoring 
wife Delilah with him
darning socks of Samsonsite [with Samson' hair]
for fetishists to wear and sniff em

poring over manuscripts and marginalia?
stick with dynamite and it'll never fail ya

Tom's cooking up anarchic schemes and dreaming of a better linen
to drape across the nakedness of all his father's 
mother's children

conical her titties, long her dugs,
she never should have given Aldous drugs

drugs so bravely manufactured by 
machine-predicted laborers
whose future selves earn salaries
to free their indebted embryos

womb suspension sweatshop amniotics
wrung from all of those
who have the sense to sense the corpse
that's hanging from a garden hose

in deep Edenic ungroomed thickets 
pubis of the farmer's wife
who levels barrels at the boy
for monkeying with death and life

and fancying a comsonaut who barked his shins
and gnashed his teeth on bones and made a crown of them

there's Uncle, he walks on all fours
driven from his habitat
penis long as yarrow stalks
and scarely quite as thick as that

the King now shows in hand in mortal sympathy
he'd never knowed or crowed a cock as limp as thee

I, Ching Chong, the chinaman
beheld the calving bergs unfurling
brackish bricks of soda pop
(no zone left) and cameras rolling

filmy substance, oil slick
atop the poor boy's Coca Cola
Tommy asked the who man 
could he maybe borrow his Corolla

but conversion's still forthcoming
catalytic proselyte
your ruddy hooded ornament
shall not adorn my sleigh tonight

and that's when Tom exhausted pinched the candle light

and so the father and the son
side by side embosom-ed
push up daisies and brasseries
hereafter quite un-cozen-ed

the Energizer bunny beats a reveille
and charges Mother then and there with battery ",rhyme,
x,,,,,,,,,,"he's hawking his wares
and plying his trade
purveyor of pitchers of cheap lemonade

a thousand fine cuts from a thousand white suns
and daughters of brothers will come to the table
to lend their small fingers to delicate tasks
like beckoning buyers to try some if able 

it's good and it's fresh
so he told them to say
as cold as the cash in their wallets 
pulp barrel spending in sad subdivisions 
as the lemon man squeeze it he calls it ",20240115,t4h,x,"he's hawking his wares
and plying his trade
purveyor of pitchers of cheap lemonade

a thousand fine cuts from a thousand white suns
and daughters of brothers will come to the table
to lend their small fingers to delicate tasks
like beckoning buyers to try some if able 

it's good and it's fresh
so he told them to say
as cold as the cash in their wallets 
pulp barrel spending in sad subdivisions 
as the lemon man squeeze it he calls it ",rhyme,
,,,,x,,x,x,,,"there's a thermostat in your soul...you can adjust it any time, the heat of anger, the coldness of dread, just slide your thermostat to the left or right  there's a release valve on the sode of your jead, twist it to let out the bad mental pictures, the imaginary negative buildup  there's a quiet untouchable place at my center. i can go there any time I please  eat your problems, terrors, inconveniences. crush them uo, swallow them down...derive what nutritive substance you can, then shit the rest out",20240607,,x,,,
,,,,,,,x,,,love is a feeling that leads to a choice that leads to a feeling,20230607,,x,,,
,,,,x,,,,,,marketing strategy: commit to the brand longterm. ride out the fads. dont succumb to ephemeral data. ,20230607,,x,,,
,,,,,,,x,,,questions about the world are actually assertions about the self.,20230607,,x,,,
,,,,,,,x,,,"human ""rights"" are only meaningful when understood in the context of human rites.",20230607,,x,,,
,,,,,,,x,,,"mistakes are trampolines, lower you go, higher you bounce",20240606,,x,,,
,,,x,x,,,,,,"millions of years of evolution, a smear on the bottom of a shoe... la cucaracha, la humana, exterminacion

it's like this. 
the anthropocene is a writhing nest and a feast of rot; and god is a bad landlord. call pest control already. tent the earth. 

the spirits can stay at some off planet hotel and return when the vapor settles to sweep up our crunchy remains.",20231228,t4h,x,,,
,,,,,,,x,,,"pride is medicine, but only if you swallow it",20240604,,x,,,
x,,,,,,,,,,"God yawned at the elect
their tired verses
imprecatory psalms
he dug a pond 
to retain them
and called it heaven",20231213,t4h,x,"God yawned at the elect
their tired verses
imprecatory psalms
he dug a pond 
to retain them
and called it heaven",freeverse,
,,,,,x,,,,,"ATHG works, against all odds, because it commits utterly to itself...no fourth wall breaking, no winking at the audience, no lazy non sequiturs. 

it doesnt feel like something that was made or written so much as discovered. an alien organic thing.

its nonsense, but internally cohesive nonsense that rings true in a fever dream sort of way. it has a complete confidence in itself, which comes i think from being truly the first thing of its kind, immaculately conceived. it doesnt have to ""restrain"" or ""punch up"".. . because its not a fiction. its an accurate depiction of an unhinged vision, a very real thing.",20231101,,x,,,
,,,x,x,x,,,,,"JERRY SPRINGER

a sensational integrative force. a pillar of sanity and showmanship and good humor, shedding for us a wry, clear light on suppressed and subaltern (un)realities of his time and all time. 
profanities, grotesqueries, perversions: these were his trade and he plied it well, eyebrow permanently raised (and what do you think of THIS dear viewer?), tongue planted firmly in the cheek of a dawning millennium
note if you will how effortlessly he works the room, now from the audience, now from the stage--negotiating, initiating, deescalating--sprezzatura itself--toeing with unflappable poise the line between entertainment and exploitation, between theater and therapy, between man and his shadow",20231101,,x,,,
,,,x,x,x,,,,,"SHOWGIRLS
showgirls -verhoeven flick from 80s - gleefully explicit. a two hour boner. slick and ephemeral. I've already forgotten the protagonists name, Polly was her real name. stage name: nomi? Nomi. what you see is what you get, a whole lot of tits and a half baked morality tale/tail. Meh.",20240601,,x,,,
x,,,,,,,,,,"you came out of the river
and saw me on the shoulder
and beckoned like a falconer at bay

the cat was in the crater
the moon was shiny silver
a map for men to come and take away

oh a pillow for the pirates
and a blanket for the bard
a pen for pigs to wallow and to pine 

the landing gear's in shambles
from ill-intentioned rambles
looking for a symbol or a sign 
begging for a thimbleful of wine",20231213,the miserable days,x,"you came out of the river
and saw me on the shoulder
and beckoned like a falconer at bay

the cat was in the crater
the moon was shiny silver
a map for men to come and take away

oh a pillow for the pirates
and a blanket for the bard
a pen for pigs to wallow and to pine 

the landing gear's in shambles
from ill-intentioned rambles
looking for a symbol or a sign 
begging for a thimbleful of wine",rhyme,
